City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Wamba,NG,8.9333,8.6,71.28,94,100,1.88,overcast clouds
462,Bonthe,SL,7.5264,-12.505,74.82,88,100,9.06,light rain
463,Doha,QA,25.2867,51.5333,89.58,79,100,3.44,overcast clouds
464,Kamskiye Polyany,RU,55.4307,51.4171,68.68,81,63,2.73,broken clouds
465,Gazanjyk,TM,39.2446,55.5154,79.41,62,98,10.51,overcast clouds
466,Carrickmacross,IE,53.9728,-6.7189,59.68,90,48,8.39,scattered clouds
467,Koryazhma,RU,61.3143,47.1691,61.27,98,100,4.07,overcast clouds
468,Semirom,IR,31.4167,51.5667,63.97,18,15,2.15,few clouds
469,Lubumbashi,CD,-11.6609,27.4794,54.68,64,6,3.4,clear sky
470,Candolim,IN,15.5181,73.7626,78.8,89,75,6.91,broken clouds
471,Limon,CR,10.0,-83.0333,78.49,81,100,2.37,overcast clouds
472,Paita,PE,-5.0892,-81.1144,64.08,90,22,13.29,few clouds
473,Sabang,ID,5.8933,95.3214,80.8,80,100,13.69,overcast clouds
474,Tadine,NC,-21.55,167.8833,73.15,77,100,12.28,overcast clouds
475,Rehlingen-Siersburg,DE,49.3667,6.6833,70.11,60,4,3.0,clear sky
476,Nea Kallikratia,GR,40.3167,23.0667,82.65,56,91,8.61,overcast clouds
477,Oktyabrskoye,RU,43.0645,44.7417,57.34,94,98,4.47,overcast clouds
478,Ponazyrevo,RU,58.3578,46.3142,64.4,81,34,1.45,scattered clouds
479,Palmer,US,42.1584,-72.3287,87.35,61,75,10.36,broken clouds
480,Port-Gentil,GA,-0.7193,8.7815,73.54,76,97,6.78,overcast clouds
481,Atambua,ID,-9.1061,124.8925,78.93,45,37,2.15,scattered clouds
482,Vizinga,RU,61.0749,50.1031,61.59,96,96,4.12,overcast clouds
483,Dondo,MZ,-19.6094,34.7431,60.31,92,0,3.24,clear sky
484,Marsa Matruh,EG,31.3525,27.2453,77.2,69,0,8.05,clear sky
485,Ostersund,SE,63.1792,14.6357,57.65,88,75,12.66,broken clouds
486,Valparaiso,CL,-33.0393,-71.6273,53.47,97,100,3.44,overcast clouds
487,West Bay,KY,19.3667,-81.4167,84.27,77,20,6.91,few clouds
488,Mogadishu,SO,2.0371,45.3438,75.36,84,100,19.3,light rain
489,Dandong,CN,40.1292,124.3947,79.12,78,30,9.01,scattered clouds
490,Urumqi,CN,43.801,87.6005,74.35,57,75,8.95,broken clouds
491,Lorengau,PG,-2.0226,147.2712,85.75,67,63,9.8,broken clouds
492,Walvis Bay,NA,-22.9575,14.5053,54.09,100,25,9.22,scattered clouds
493,Sarangani,PH,5.4033,125.4636,82.38,76,100,7.54,overcast clouds
494,Chlorakas,CY,34.8042,32.4083,76.08,27,0,9.22,clear sky
495,Buala,SB,-8.145,159.5921,86.22,66,83,7.99,light rain
496,Beloha,MG,-25.1667,45.05,60.75,86,0,2.91,clear sky
497,Kondinskoye,RU,59.6481,67.41,62.78,87,100,8.9,overcast clouds
498,Alanya,TR,36.5438,31.9998,91.53,40,0,10.58,clear sky
499,Bourail,NC,-21.5667,165.4833,75.97,61,16,7.4,few clouds
500,Roald,NO,62.5833,6.1333,65.16,77,100,6.91,light rain
501,Zhigansk,RU,66.7697,123.3711,68.09,59,23,7.25,few clouds
502,Frutal,BR,-20.0247,-48.9406,70.39,43,3,5.28,clear sky
503,Maloy,NO,61.9353,5.1136,58.73,90,97,16.13,moderate rain
504,Mantiquil,PH,9.1667,123.05,82.63,75,87,5.1,light rain
505,Taltal,CL,-25.4,-70.4833,56.52,86,13,3.36,few clouds
506,Muros,ES,42.7762,-9.0603,62.1,90,17,3.18,few clouds
507,Inuvik,CA,68.3499,-133.7218,58.21,72,40,5.75,scattered clouds
508,Fort Abbas,PK,29.1925,72.8536,87.67,66,71,12.08,broken clouds
509,Jalu,LY,29.0331,21.5482,78.1,47,0,6.96,clear sky
510,Kudahuvadhoo,MV,2.6708,72.8944,81.93,73,100,11.88,overcast clouds
511,Vila Franca Do Campo,PT,37.7167,-25.4333,76.19,88,41,2.86,scattered clouds
512,Sa Kaeo,TH,13.75,102.3333,82.51,74,30,4.81,scattered clouds
513,Makakilo City,US,21.3469,-158.0858,84.52,54,40,14.97,scattered clouds
514,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,94,40,4.16,scattered clouds
515,Menongue,AO,-14.6585,17.691,52.3,49,0,4.74,clear sky
516,Anqing,CN,30.5092,117.0506,93.18,57,26,3.69,scattered clouds
517,Mamallapuram,IN,12.6264,80.1722,83.05,65,100,11.39,overcast clouds
518,Ndjole,GA,-0.1783,10.7649,72.16,82,95,3.04,overcast clouds
519,Matay,EG,28.419,30.7792,77.41,44,4,8.05,clear sky
520,Lossiemouth,GB,57.7214,-3.2834,59.18,100,75,10.36,broken clouds
521,Half Moon Bay,US,37.4636,-122.4286,80.46,78,100,24.16,overcast clouds
522,Christchurch,NZ,-43.5333,172.6333,45.48,93,75,4.61,broken clouds
523,Dong Hoi,VN,17.4833,106.6,85.82,64,67,1.86,broken clouds
524,Belousovka,KZ,50.1339,82.5239,58.05,77,1,0.0,clear sky
525,Mayumba,GA,-3.432,10.6554,70.74,88,100,1.97,overcast clouds
526,Bama,NG,11.5221,13.6856,78.03,74,99,10.6,overcast clouds
527,Cam Ranh,VN,11.9214,109.1591,85.96,66,20,3.44,few clouds
528,Takoradi,GH,4.8845,-1.7554,72.79,88,66,7.31,broken clouds
529,Tecpan,GT,14.7623,-90.9947,57.88,94,95,3.69,overcast clouds
530,Baiyin,CN,36.5583,104.2081,76.77,41,0,6.71,clear sky
531,Kysyl-Syr,RU,63.8986,122.7617,75.22,47,8,5.14,clear sky
532,Gusau,NG,12.1628,6.6614,76.3,80,51,8.39,broken clouds
533,Kantunilkin,MX,21.0917,-87.45,79.92,77,98,3.98,overcast clouds
534,Ca Mau,VN,9.1769,105.15,84.51,71,94,5.03,overcast clouds
535,Poya,NC,-21.35,165.15,77.02,59,1,6.46,clear sky
536,Vestmannaeyjar,IS,63.4427,-20.2734,51.6,87,97,10.31,overcast clouds
537,Tomatlan,MX,19.9333,-105.25,79.32,85,56,5.19,broken clouds
538,Mayo,US,38.8876,-76.5119,88.27,86,0,9.22,clear sky
539,Silver City,US,32.7701,-108.2803,71.64,78,75,7.0,broken clouds
540,Lalibela,ET,12.0333,39.0333,57.51,89,100,0.6,light rain
541,Shenjiamen,CN,29.9576,122.298,81.91,82,35,6.42,scattered clouds
542,Talakan,RU,50.3167,130.3667,80.76,56,2,1.9,clear sky
543,Manggar,ID,-2.8833,108.2667,82.8,76,57,15.48,broken clouds
544,Barra Patuca,HN,15.8,-84.2833,78.93,82,91,6.55,overcast clouds
545,Kaeo,NZ,-35.1,173.7833,62.33,97,100,20.89,light rain
546,Coolum Beach,AU,-26.5333,153.1,69.12,71,8,7.7,clear sky
547,Zheleznodorozhnyy,RU,55.7503,38.0042,63.12,79,24,2.44,few clouds
548,Bage,BR,-31.3314,-54.1069,64.18,94,0,8.05,clear sky
549,Cabedelo,BR,-6.9811,-34.8339,72.27,80,34,14.14,scattered clouds
550,Knysna,ZA,-34.0363,23.0471,51.1,78,0,5.66,clear sky
551,Narsaq,GL,60.9167,-46.05,50.22,70,100,4.72,overcast clouds
552,Rio Brilhante,BR,-21.8019,-54.5464,70.99,43,56,6.15,broken clouds
553,Avera,US,33.194,-82.5271,80.65,80,100,7.11,overcast clouds
554,Forbes,AU,-33.3833,148.0167,65.91,59,76,10.67,broken clouds
555,Praya,CV,14.9215,-23.5087,79.34,89,40,6.91,scattered clouds
556,Pacifica,US,37.6138,-122.4869,74.48,86,20,24.16,few clouds
557,Saint Anthony,US,45.0205,-93.218,74.35,54,0,18.41,clear sky
558,Teya,RU,60.3778,92.6267,64.99,68,61,4.23,broken clouds
559,Lages,BR,-27.8161,-50.3261,56.34,95,21,2.26,few clouds
560,Manokwari,ID,-0.8667,134.0833,83.17,71,86,7.0,overcast clouds
561,Suihua,CN,46.6406,126.9969,73.71,75,99,5.41,overcast clouds
562,Abu Kamal,SY,34.4506,40.9171,81.34,21,0,13.96,clear sky
563,Columbus,US,39.9612,-82.9988,82.92,79,0,6.91,clear sky
564,Fort-Shevchenko,KZ,44.5086,50.263,74.17,72,0,7.87,light rain
565,Umbertide,IT,43.3055,12.3366,81.21,93,0,0.54,clear sky
566,Lexington Park,US,38.2668,-76.4538,87.85,79,0,5.75,clear sky
567,Banyo,CM,6.75,11.8167,64.89,96,100,2.73,overcast clouds
568,Wahpeton,US,46.2652,-96.6059,70.52,64,0,10.36,clear sky
569,Meulaboh,ID,4.1363,96.1285,78.69,85,97,3.51,light rain
570,Mehamn,NO,71.0357,27.8492,49.91,81,72,9.37,broken clouds
571,Skibbereen,IE,51.55,-9.2667,60.12,90,95,15.39,overcast clouds
572,Tongzi,CN,28.7829,105.0877,83.32,78,58,2.19,broken clouds
573,Alice Springs,AU,-23.7,133.8833,69.22,32,0,8.05,clear sky
574,Limbang,MY,4.75,115.0,78.91,84,100,1.16,overcast clouds
575,San Jose,US,37.3394,-121.895,85.28,52,0,13.8,clear sky
576,Qadirpur Ran,PK,30.2924,71.6712,80.49,75,55,8.05,broken clouds
577,Bilibino,RU,68.0546,166.4372,59.61,43,37,13.11,scattered clouds
578,Palauig,PH,15.435,119.9045,86.36,70,81,4.23,broken clouds
579,Quatre Cocos,MU,-20.2078,57.7625,64.51,73,12,7.23,few clouds
580,Ler,SS,8.3018,30.1418,70.65,88,100,1.79,overcast clouds
581,Bumba,CD,2.1833,22.4667,70.39,97,79,2.48,light rain
582,Jakar,BT,27.5492,90.7525,61.43,92,100,2.46,overcast clouds
583,Karlskrona,SE,56.1616,15.5866,59.45,81,100,8.93,overcast clouds
584,Asekeyevo,RU,53.5742,52.7972,64.87,88,67,5.73,light rain
585,Miri,MY,4.4148,114.0089,78.94,94,40,3.44,scattered clouds
586,Sorland,NO,67.667,12.6934,53.46,80,100,18.66,overcast clouds
587,Road Town,VG,18.4167,-64.6167,82.44,78,20,12.66,few clouds
588,Kincardine,GB,56.0667,-3.7167,60.82,96,80,6.96,broken clouds
589,Forestville,US,38.8451,-76.875,88.2,86,0,6.91,clear sky
590,Nuuk,GL,64.1835,-51.7216,43.41,93,40,6.91,scattered clouds
591,Oeiras Do Para,BR,-2.0031,-49.8544,79.47,72,100,3.2,overcast clouds
592,Payo,ID,-3.7508,103.6372,79.21,85,99,1.34,overcast clouds
593,Yerofey Pavlovich,RU,53.9667,121.9667,79.2,50,6,3.53,clear sky
594,Gamba,GA,-2.65,10.0,70.66,86,97,0.98,overcast clouds
595,Ancud,CL,-41.8697,-73.8203,47.23,94,96,7.78,overcast clouds
596,Longhua,CN,23.6137,114.1919,96.87,52,2,2.21,clear sky
597,Ransang,PH,8.9603,117.5828,86.32,67,40,3.13,scattered clouds
598,Hailey,US,43.5196,-114.3153,86.88,16,0,15.01,clear sky
599,Oyon,PE,-10.6681,-76.7731,44.69,84,100,4.38,overcast clouds
600,Port Lincoln,AU,-34.7333,135.8667,57.58,58,7,23.13,clear sky
601,Belyy Yar,RU,53.6039,91.3903,60.85,77,0,6.71,clear sky
602,Great Falls,US,47.5002,-111.3008,75.65,43,75,24.16,broken clouds
603,Pechenga,RU,69.5259,31.1703,50.49,73,92,3.76,overcast clouds
604,Porto Walter,BR,-8.2686,-72.7439,72.52,93,97,1.14,overcast clouds
605,Plettenberg Bay,ZA,-34.0527,23.3716,52.07,75,0,5.06,clear sky
606,Urengoy,RU,65.9667,78.3667,53.22,77,100,18.01,overcast clouds
607,Jatai,BR,-17.8814,-51.7144,68.92,42,1,4.72,clear sky
608,Sault Sainte Marie,CA,46.5168,-84.3333,61.36,84,100,21.85,overcast clouds
609,Baran,IN,25.1,76.5167,78.51,89,99,6.33,overcast clouds
610,Kosa,RU,59.9445,54.9977,64.15,85,55,3.74,broken clouds
611,Back Mountain,US,41.3359,-75.9963,71.17,95,100,6.31,overcast clouds
612,Inhambane,MZ,-23.865,35.3833,67.69,74,95,15.99,overcast clouds
613,Kihei,US,20.785,-156.4656,89.62,78,20,23.02,few clouds
614,Gubkinskiy,RU,64.434,76.5026,53.2,80,95,11.9,overcast clouds
615,Yulara,AU,-25.2406,130.9889,61.27,43,0,14.7,clear sky
616,Malkangiri,IN,18.35,81.9,76.55,90,100,1.14,overcast clouds
617,Portobelo,PA,9.55,-79.65,77.74,85,14,9.17,few clouds
618,Arona,ES,28.0996,-16.681,82.9,64,0,1.14,clear sky
619,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.04,84,3,11.92,clear sky
620,Dicabisagan,PH,17.0818,122.4157,88.3,65,99,2.77,overcast clouds
621,Ilhabela,BR,-23.7781,-45.3581,66.47,81,54,3.09,broken clouds
622,Khawhai,IN,23.3667,93.1167,64.85,94,100,0.58,overcast clouds
623,Bichura,RU,50.5881,107.6022,64.18,80,74,8.37,broken clouds
624,Akdepe,TM,42.0551,59.3788,82.49,33,100,7.23,overcast clouds
625,Alexandria,EG,31.2156,29.9553,80.56,74,40,10.36,scattered clouds
626,Puerto Colombia,CO,10.9878,-74.9547,80.69,79,40,19.33,scattered clouds
627,North Myrtle Beach,US,33.816,-78.68,81.12,85,0,13.8,clear sky
628,Merauke,ID,-8.4667,140.3333,82.44,71,61,14.5,broken clouds
629,Leiyang,CN,26.4024,112.8591,94.93,52,0,5.19,clear sky
630,Amahai,ID,-3.3333,128.9167,78.28,86,100,3.56,overcast clouds
631,Sucua,EC,-2.4667,-78.1667,67.98,97,88,2.3,overcast clouds
632,Brest,BY,52.1,23.7,56.41,93,100,5.32,overcast clouds
633,Mokhsogollokh,RU,61.4681,128.9203,80.19,45,6,3.89,clear sky
634,Gat,IL,31.61,34.7642,76.41,100,0,3.44,clear sky
635,Chicama,PE,-7.8447,-79.1469,59.54,85,100,6.58,overcast clouds
636,Manta,EC,-0.95,-80.7333,71.38,83,75,8.05,broken clouds
637,Dafeng,CN,23.4517,108.5881,89.53,63,0,2.84,clear sky
638,Xinqing,CN,48.2333,129.5,74.55,66,86,3.96,overcast clouds
639,Manakara,MG,-22.1333,48.0167,62.56,93,7,4.43,clear sky
640,Bukama,CD,-9.2,25.85,69.46,42,65,3.6,broken clouds
641,Ampanihy,MG,-24.7,44.75,59.95,94,0,2.55,clear sky
642,Shellbrook,CA,53.2168,-106.4011,61.83,90,100,10.67,overcast clouds
643,Ariogala,LT,55.2667,23.4667,53.49,95,97,6.6,overcast clouds
644,Naryan-Mar,RU,67.6713,53.087,49.37,90,99,14.34,overcast clouds
645,Amazar,RU,53.858,120.875,79.81,48,5,5.08,clear sky
646,Pangai,TO,-19.8,-174.35,78.91,61,20,20.71,smoke
647,Neiafu,TO,-18.65,-173.9833,77.68,73,75,11.5,broken clouds
648,Sept-Iles,CA,50.2001,-66.3821,64.06,95,100,4.61,overcast clouds
649,Marfino,RU,55.7028,37.3822,62.85,82,20,2.24,few clouds
650,Kamaishi,JP,39.2667,141.8833,79.21,72,29,3.71,scattered clouds
651,Vuktyl,RU,63.8567,57.3094,51.75,70,75,5.57,broken clouds
652,Sandpoint,US,48.2766,-116.5533,88.41,34,0,4.61,clear sky
653,Kovur,IN,14.4833,79.9833,83.52,65,91,11.77,overcast clouds
654,Guarapari,BR,-20.6667,-40.4975,67.89,89,4,4.99,clear sky
655,Kresttsy,RU,58.2452,32.5165,57.9,98,100,3.18,overcast clouds
656,Shache,CN,38.4167,77.2406,92.91,14,80,18.16,broken clouds
657,Svetlaya,RU,46.5389,138.3297,69.98,79,96,8.32,overcast clouds
658,Labuhan,ID,-6.8844,112.2051,78.58,66,41,8.52,scattered clouds
659,Hoquiam,US,46.9809,-123.8893,73.36,78,0,10.36,clear sky
660,Vila Velha,BR,-20.3297,-40.2925,67.95,90,75,3.44,broken clouds
661,Honningsvag,NO,70.9821,25.9704,49.75,81,44,0.0,scattered clouds
662,Paamiut,GL,61.994,-49.6678,44.15,81,11,1.92,few clouds
663,Baiquan,CN,47.5833,126.0833,74.8,72,97,4.5,overcast clouds
664,Pittsburg,US,38.028,-121.8847,93.49,34,0,13.8,clear sky
665,Bubaque,GW,11.2833,-15.8333,78.17,83,99,5.88,overcast clouds
666,Balkanabat,TM,39.5108,54.3671,78.06,66,99,3.67,light rain
667,Borovoy,RU,55.4333,86.0833,54.68,94,100,8.95,light intensity shower rain
668,Loubomo,CG,-4.1997,12.6739,68.14,84,90,4.68,light rain
669,Adamovka,RU,51.5223,59.9396,71.85,43,78,4.76,broken clouds
670,Grootfontein,NA,-19.5667,18.1167,53.17,50,6,3.44,clear sky
671,Sami,GM,13.5833,-15.2,75.58,88,95,3.53,overcast clouds
672,Ahuimanu,US,21.4447,-157.8378,85.71,61,0,14.97,clear sky
673,High Level,CA,58.5169,-117.136,73.51,40,40,8.05,scattered clouds
674,Palembang,ID,-2.9167,104.7458,78.89,83,20,3.44,few clouds
675,Chegdomyn,RU,51.1167,133.0167,79.3,53,0,3.67,clear sky
676,Waipawa,NZ,-41.4122,175.5153,46.58,89,100,13.82,moderate rain
677,Batagay-Alyta,RU,67.8006,130.4114,69.04,51,13,5.41,few clouds
678,Awbari,LY,26.5921,12.7805,77.52,26,0,7.45,clear sky
679,Abu Samrah,SY,35.3029,37.1841,73.92,34,0,5.26,clear sky
680,Cintalapa,MX,16.6951,-93.7272,70.81,97,100,3.29,overcast clouds
681,Obo,CF,5.3998,26.4869,67.26,97,100,2.82,overcast clouds
682,Songkhla,TH,6.8333,100.6667,78.85,75,77,3.11,broken clouds
683,Vicuna,CL,-30.0319,-70.7081,57.78,62,0,0.72,clear sky
684,Quelimane,MZ,-17.8786,36.8883,63.19,85,0,0.81,clear sky
685,Anchorage,US,61.2181,-149.9003,70.68,51,100,5.75,overcast clouds
686,Karratha,AU,-20.7377,116.8463,70.45,33,0,24.29,clear sky
687,Sembakung,ID,3.8167,117.25,85.53,70,99,1.23,light rain
688,Muskogee,US,35.5834,-95.3336,97.95,34,0,6.91,clear sky
689,Tastur,TN,36.5513,9.4431,77.02,46,0,2.21,clear sky
690,Denpasar,ID,-8.65,115.2167,78.46,65,40,3.44,scattered clouds
691,Apomu,NG,7.3333,4.1833,71.19,97,100,2.75,light rain
692,Ndele,CF,8.4109,20.6473,69.3,94,99,2.95,overcast clouds
